NCBI,Final symbol,Human
LOC107388111,dlx1 (2 of 2),DLX1
LOC107373739,cbln1 (1 of 2),CBLN1
LOC107395316,cbln1 (2 of 2),CBLN1
lipt2,lipt2,LIPT2
nrxn1,nrxn1,NRXN1
thoc5,thoc5,THOC5
ccdc180,ccdc180,CCDC180
LOC107372809,LOC107372809,
mllt4,mllt4,MLLT4
LOC107393110,ghrhr,GHRHR
LOC107395655,cd33 (1 of 2),SIGLEC14
LOC107379299,cd33 (2 of 2),SIGLEC12
znf652,znf652,ZNF652
LOC107378013,LOC107378013,
LOC107396293,fez2 (1 of 2),FEZ2
LOC107378049,fez2 (2 of 2),FEZ2
lhpp,lhpp,LHPP
ccdc124,ccdc124,CCDC124
LOC107390924,hnrnpa1,HNRNPA1
plk2,plk2,PLK2
eps8,eps8,EPS8
vps33a,vps33a,VPS33A
ankrd22,ankrd22,ANKRD22
fndc3b,fndc3b,FNDC3B
LOC107397353,map2k4 (1 of 2),MAP2K4
map2k4,map2k4 (2 of 2),MAP2K4
LOC107384499,mtmr2 (1 of 2),MTMR1
mtmr2,mtmr2 (2 of 2),MTMR2
LOC107384120,pip5k1c (1 of 2),PIP5K1C
LOC107393349,pip5k1c (2 of 2),PIP5K1C
LOC107381069,frmpd4 (1 of 2),FRMPD4
LOC107389949,frmpd4 (2 of 2),FRMPD4
boc,boc,BOC
LOC107389834,bcar3 (1 of 2),BCAR3
bcar3,bcar3 (2 of 2),BCAR3
LOC107395575,LOC107395575,
LOC107374671,LOC107374671,
sirt1,sirt1,SIRT1
LOC107383711,gin1 (1 of 12),GIN1
LOC107382580,gin1 (2 of 12),
LOC107390096,gin1 (3 of 12),GIN1
LOC107384327,gin1 (4 of 12),GIN1
LOC107387248,gin1 (5 of 12),GIN1
LOC107396003,gin1 (6 of 12),GIN1
LOC107372757,gin1 (7 of 12),GIN1
LOC107373690,gin1 (8 of 12),GIN1
LOC107378510,gin1 (9 of 12),GIN1
LOC107376201,gin1 (10 of 12),GIN1
LOC107377549,gin1 (11 of 12),GIN1
LOC107387426,gin1 (12 of 12),GIN1
LOC107397082,hk2 (1 of 2),HK2
LOC107393526,hk2 (2 of 2),HK2
cep68,cep68,CEP68
urad,urad,URAD
hectd2,hectd2 (1 of 2),HECTD2
LOC107395284,hectd2 (2 of 2),HECTD2
atp6v0e1,atp6v0e1,ATP6V0E1
jund,jund,JUND
samd14,samd14,SAMD14
rbp4,rbp4 (1 of 2),RBP4
LOC107372647,rbp4 (2 of 2),RBP4
myo5a,myo5a (1 of 2),MYO5A
LOC107397175,myo5a (2 of 2),MYO5A
sall4,sall4,SALL4
LOC107374366,LOC107374366,
LOC107390481,chia (1 of 6),CHIA
LOC107390484,chia (2 of 6),CHIA
LOC107373588,chia (3 of 6),CHIA
LOC107373584,chia (4 of 6),CHIA
LOC107390485,chia (5 of 6),CHIA
LOC107390482,chia (6 of 6),CHIA
rnf13,rnf13,RNF13
rrbp1,rrbp1 (1 of 5),RRBP1
LOC107376945,rrbp1 (2 of 5),RRBP1
LOC107394970,rrbp1 (3 of 5),RRBP1
LOC107387880,rrbp1 (4 of 5),VCX3B
LOC107394504,rrbp1 (5 of 5),
fbxl18,fbxl18,FBXL18
LOC107396800,b4galt1 (1 of 3),B4GALT1
b4galt1,b4galt1 (2 of 3),B4GALT1
LOC107382995,b4galt1 (3 of 3),B4GALT1
gramd1a,gramd1a,GRAMD1B
znf574,znf574,ZNF574
sh3yl1,sh3yl1,SH3YL1
gng4,gng4,GNG4
LOC107390717,ccdc30 (1 of 2),CCDC30
ccdc30,ccdc30 (2 of 2),CCDC30
fsd2,fsd2,FSD2
dscam,dscam (1 of 5),DSCAM
LOC107375468,dscam (2 of 5),DSCAM
LOC107389872,dscam (3 of 5),
LOC107386033,dscam (4 of 5),DSCAM
LOC107389870,dscam (5 of 5),HMCN1
fabp6,fabp6 (1 of 3),FABP6
LOC107384210,fabp6 (2 of 3),FABP6
LOC107394942,fabp6 (3 of 3),FABP6
LOC107393763,ido2 (1 of 2),IDO2
LOC107375992,ido2 (2 of 2),IDO2
LOC107388147,gid4 (1 of 2),GID4
gid4,gid4 (2 of 2),GID4
ndufb6,ndufb6,NDUFB6
khk,khk,KHK
rufy2,rufy2,RUFY2
LOC107391510,ptpn7,PTPN7
zcchc7,zcchc7 (1 of 2),ZCCHC7
LOC107377051,zcchc7 (2 of 2),ZCCHC7
LOC107376651,nme1,NME4
smpdl3a,smpdl3a,SMPDL3A
LOC107386394,ppp3ca (1 of 4),PPP3CA
LOC107380138,ppp3ca (2 of 4),PPP3CA
LOC107390263,ppp3ca (3 of 4),PPP3CA
LOC107376893,ppp3ca (4 of 4),PPP3CA
nufip2,nufip2 (1 of 2),NUFIP2
LOC107383297,nufip2 (2 of 2),NUFIP2
LOC107397051,net1 (1 of 2),NET1
LOC107388462,net1 (2 of 2),NET1
LOC107375784,kndc1 (1 of 3),KNDC1
LOC107373061,kndc1 (2 of 3),KNDC1
LOC107375783,kndc1 (3 of 3),KNDC1
col19a1,col19a1,COL19A1
focad,focad,FOCAD
LOC107388660,cd81 (1 of 3),CD81
LOC107381941,cd81 (2 of 3),CD81
LOC107376289,cd81 (3 of 3),CD9
cacnb4,cacnb4 (1 of 2),CACNB4
LOC107380913,cacnb4 (2 of 2),CACNB4
eefsec,eefsec,EEFSEC
evx1,evx1 (1 of 2),EVX1
LOC107372811,evx1 (2 of 2),EVX1
inha,inha,INHA
msrb2,msrb2,MSRB2
tmbim1,tmbim1 (1 of 2),TMBIM1
LOC107390220,tmbim1 (2 of 2),TMBIM1
cog7,cog7,COG7
rps5,rps5,RPS5
syt4,syt4,SYT4
pbk,pbk,PBK
tgfbi,tgfbi (1 of 2),TGFBI
LOC107378704,tgfbi (2 of 2),
rpe,rpe,RPE
LOC107379256,cd209 (1 of 3),CD209
LOC107391691,cd209 (2 of 3),CLEC4M
LOC107392393,cd209 (3 of 3),CD209
drap1,drap1,DRAP1
arf6,arf6 (1 of 2),ARF6
LOC107392355,arf6 (2 of 2),ARF6
rec114,rec114,REC114
oxgr1,oxgr1,OXGR1
mpl,mpl,MPL
rhbdl2,rhbdl2,RHBDL2
dus2,dus2,DUS2
LOC107386050,ankrd31,ANKRD31
ifrd1,ifrd1,IFRD1
LOC107388254,LOC107388254,
LOC107389549,utp14a,UTP14A
LOC107394379,sla,SLA
LOC107381198,eva1a (1 of 2),EVA1A
eva1a,eva1a (2 of 2),EVA1C
sorl1,sorl1 (1 of 3),SORL1
LOC107384308,sorl1 (2 of 3),SORL1
LOC107380749,sorl1 (3 of 3),SORL1
xrcc2,xrcc2,XRCC2
grik3,grik3,GRIK3
col4a2,col4a2 (1 of 2),COL4A6
LOC107379956,col4a2 (2 of 2),COL4A2
tmco6,tmco6,TMCO6
arhgef2,arhgef2,ARHGEF2
dock8,dock8,DOCK8
ide,ide,IDE
mboat2,mboat2 (1 of 2),MBOAT2
LOC107372516,mboat2 (2 of 2),MBOAT2
LOC107387932,dcaf7 (1 of 2),DCAF7
LOC107378518,dcaf7 (2 of 2),DCAF7
LOC107390376,igfbp6 (1 of 2),IGFBP6
LOC107385646,igfbp6 (2 of 2),IGFBP6
LOC107383474,tesk2 (1 of 2),TESK2
LOC107382357,tesk2 (2 of 2),TESK2
spg21,spg21,SPG21
LOC107375694,fam21c,FAM21C
LOC107373659,sp140,SP100
hmgcl,hmgcl,HMGCL
bmper,bmper (1 of 2),BMPER
LOC107392619,bmper (2 of 2),CTD-3088G3.8
fgfrl1,fgfrl1,FGFRL1
znf330,znf330,ZNF330
LOC107394992,lrrc24 (1 of 2),LRRC24
LOC107384220,lrrc24 (2 of 2),LRRC24
LOC107387651,cd79b,CD79B
cdk6,cdk6 (1 of 2),CDK6
LOC107378559,cdk6 (2 of 2),CDK6
skap2,skap2,SKAP2
LOC107386557,atrx (1 of 2),ATRX
atrx,atrx (2 of 2),ATRX
snrnp40,snrnp40,SNRNP40
LOC107395291,khdrbs2 (1 of 2),KHDRBS2
khdrbs2,khdrbs2 (2 of 2),KHDRBS2
LOC107378758,LOC107378758,
LOC107390720,alas2,ALAS2
mapk8ip2,mapk8ip2,MAPK8IP2
fam83d,fam83d (1 of 2),FAM83D
LOC107385254,fam83d (2 of 2),FAM83E
cecr6,cecr6,CECR6
LOC107381240,nkd1 (1 of 2),NKD1
nkd1,nkd1 (2 of 2),NKD1
golga1,golga1,GOLGA1
pdgfa,pdgfa (1 of 2),PDGFA
LOC107373888,pdgfa (2 of 2),PDGFA
pds5b,pds5b,PDS5B
LOC107373829,bmpr1b (1 of 2),BMPR1B
bmpr1b,bmpr1b (2 of 2),BMPR1B
inpp1,inpp1,INPP1
ndufv1,ndufv1,NDUFV1
LOC107384933,ptpn12,PTPN12
senp8,senp8,SENP8
pygl,pygl,PYGL
scube2,scube2,SCUBE2
LOC107376787,LOC107376787,
hic2,hic2,HIC2
LOC107389924,igsf3 (1 of 2),IGSF3
LOC107389925,igsf3 (2 of 2),IGSF3
rchy1,rchy1,RCHY1
reep2,reep2,REEP2
st3gal5,st3gal5 (1 of 2),ST3GAL5
LOC107375673,st3gal5 (2 of 2),ST3GAL5
LOC107378784,soga3 (1 of 2),MTCL1
LOC107378025,soga3 (2 of 2),RP3-403A15.5
LOC107378074,ppp2r5c (1 of 2),PPP2R5D
ppp2r5c,ppp2r5c (2 of 2),PPP2R5C
dnajb13,dnajb13,DNAJB13
ca7,ca7,CA7
stc2,stc2 (1 of 2),STC2
LOC107386810,stc2 (2 of 2),BOD1
LOC107381487,tmed3,TMED3
LOC107397316,ccdc107,CCDC107
setdb1,setdb1 (1 of 4),SETDB1
LOC107394571,setdb1 (2 of 4),SETDB1
LOC107376049,setdb1 (3 of 4),SETDB1
LOC107394559,setdb1 (4 of 4),SETDB1
LOC107387860,fkbp10 (1 of 2),FKBP10
LOC107395132,fkbp10 (2 of 2),FKBP10
LOC107389011,mbl2 (1 of 3),SFTPA2
LOC107372506,mbl2 (2 of 3),COLEC10
LOC107372895,mbl2 (3 of 3),COL6A1
gys2,gys2,GYS2
LOC107391086,tusc3,TUSC3
LOC107379214,tmod4,TMOD4
LOC107393883,vcan (1 of 6),VCAN
LOC107394805,vcan (2 of 6),VCAN
LOC107396386,vcan (3 of 6),VCAN
LOC107394630,vcan (4 of 6),BCAN
LOC107391498,vcan (5 of 6),VCAN
LOC107393882,vcan (6 of 6),
LOC107396801,peg10,PEG10
LOC107395251,pmfbp1 (1 of 2),
LOC107372517,pmfbp1 (2 of 2),
clasp2,clasp2,CLASP2
LOC107396936,abhd8 (1 of 2),ABHD8
abhd8,abhd8 (2 of 2),ABHD8
slc37a4,slc37a4 (1 of 2),SLC37A4
LOC107386021,slc37a4 (2 of 2),SLC37A4
homez,homez (1 of 2),HOMEZ
LOC107377280,homez (2 of 2),HOMEZ
LOC107385202,rbm6,RBM5
gle1,gle1,GLE1
cdc123,cdc123,CDC123
nedd4,nedd4,NEDD4
ewsr1,ewsr1,EWSR1
LOC107379042,cntnap4 (1 of 4),CNTNAP4
LOC107392963,cntnap4 (2 of 4),CNTNAP4
LOC107375799,cntnap4 (3 of 4),CNTNAP4
LOC107383449,cntnap4 (4 of 4),CNTNAP4
eprs,eprs,EPRS
LOC107378477,map3k14 (1 of 2),MAP3K14
LOC107387294,map3k14 (2 of 2),MAP3K14
maz,maz (1 of 2),MAZ
LOC107394985,maz (2 of 2),MAZ
LOC107385463,cd8b,CD8B
LOC107378113,LOC107378113,CH507-9B2.3
mtfr1l,mtfr1l,MTFR1L
srrm4,srrm4,SRRM4
LOC107391985,lace1 (1 of 2),LACE1
lace1,lace1 (2 of 2),LACE1
fam208a,fam208a (1 of 2),FAM208A
LOC107397127,fam208a (2 of 2),FAM208A
LOC107389233,cyb5r2,CYB5R2
dnai1,dnai1 (1 of 2),DNAI1
LOC107389817,dnai1 (2 of 2),DNAI1
LOC107379555,LOC107379555,
LOC107386554,kcnk13,KCNK13
thumpd3,thumpd3,THUMPD3
tp53bp2,tp53bp2 (1 of 2),TP53BP2
LOC107382372,tp53bp2 (2 of 2),TP53BP2
LOC107378499,coro1a,CORO1C
tmem9b,tmem9b,TMEM9B
lrrc16a,lrrc16a,LRRC16A
il17c,il17c,IL17C
gli3,gli3,GLI3
cacna2d4,cacna2d4 (1 of 2),CACNA2D4
LOC107380887,cacna2d4 (2 of 2),CACNA2D4
LOC107395613,rhbg (1 of 2),RHCG
LOC107379264,rhbg (2 of 2),RHBG
LOC107373206,LOC107373206,
pkd1l1,pkd1l1,PKD1L1
lum,lum (1 of 2),LUM
LOC107385603,lum (2 of 2),LUM
LOC107385521,slc6a12,SLC6A13
mpp1,mpp1,MPP1
rsrc1,rsrc1,RSRC1
gprc5c,gprc5c,GPRC5C
cep83,cep83,CEP83
kpna4,kpna4,KPNA4
LOC107392804,lrp8 (1 of 4),LRP8
LOC107384400,lrp8 (2 of 4),LRP8
LOC107384448,lrp8 (3 of 4),LRP8
LOC107392929,lrp8 (4 of 4),LRP8
slc12a1,slc12a1,SLC12A1
LOC107393249,ssbp3 (1 of 2),SSBP3
LOC107392119,ssbp3 (2 of 2),SSBP3
galnt9,galnt9,GALNT9
znf365,znf365,ZNF365
ppp4c,ppp4c,PPP4C
vstm2a,vstm2a,VSTM2A
LOC107389598,enox1,ENOX1
clcn1,clcn1 (1 of 2),CLCN1
LOC107394831,clcn1 (2 of 2),CLCN1
nadsyn1,nadsyn1,NADSYN1
LOC107382522,chmp5 (1 of 2),CHMP5
chmp5,chmp5 (2 of 2),CHMP5
LOC107386938,trpc4 (1 of 2),TRPC4
LOC107380230,trpc4 (2 of 2),TRPC4
gatm,gatm,GATM
zcchc3,zcchc3,ZCCHC3
LOC107393215,lpxn,LPXN
dao,dao,DAO
LOC107376603,myadm (1 of 4),MYADM
LOC107390126,myadm (2 of 4),MYADM
LOC107377169,myadm (3 of 4),MYADM
LOC107383483,myadm (4 of 4),MYADM
krtcap2,krtcap2,KRTCAP2
LOC107384592,taar15 (1 of 2),TAAR6
LOC107374448,taar15 (2 of 2),TAAR6
pex10,pex10,PEX10
LOC107375217,il4r,
ccser1,ccser1,CCSER1
cad,cad,CAD
psmc4,psmc4,PSMC4
card19,card19,CARD19
LOC107389301,akr1b1 (1 of 3),AKR1B10
LOC107384342,akr1b1 (2 of 3),AKR1B10
LOC107384350,akr1b1 (3 of 3),AKR1B10
LOC107381904,LOC107381904,
tubg1,tubg1,TUBG1
LOC107384461,LOC107384461,
LOC107388336,slc23a2 (1 of 2),SLC23A2
LOC107394182,slc23a2 (2 of 2),SLC23A2
LOC107391141,pphln1 (1 of 3),PPHLN1
pphln1,pphln1 (2 of 3),PPHLN1
LOC107372408,pphln1 (3 of 3),PPHLN1
LOC107382558,LOC107382558,
tmem229a,tmem229a,TMEM229A
allc,allc,ALLC
rgs19,rgs19,RGS19
pax1,pax1,PAX1
csgr10h1orf159,csgr10h1orf159,C1orf159
LOC107389026,osbpl5,OSBPL5
paip1,paip1,PAIP1
tox4,tox4 (1 of 2),TOX4
LOC107384252,tox4 (2 of 2),TOX4
ankrd10,ankrd10 (1 of 2),ANKRD10
LOC107384539,ankrd10 (2 of 2),ANKRD10
per3,per3,PER3
slc25a11,slc25a11,SLC25A11
LOC107395380,LOC107395380,
ncstn,ncstn,NCSTN
c2cd2l,c2cd2l,C2CD2L
rpl4,rpl4,RPL4
LOC107382288,lgalsl (1 of 3),LGALSL
LOC107391944,lgalsl (2 of 3),LGALSL
LOC107376063,lgalsl (3 of 3),LGALSL
arhgap1,arhgap1,ARHGAP1
LOC107379225,ctsk (1 of 2),CTSK
LOC107394690,ctsk (2 of 2),CTSS
bysl,bysl,BYSL
LOC107396705,nrg2 (1 of 3),NRG2
LOC107380938,nrg2 (2 of 3),NRG2
nrg2,nrg2 (3 of 3),NRG2
nphp3,nphp3,NPHP3
dctn2,dctn2,DCTN2
stk33,stk33,STK33
b4galnt1,b4galnt1 (1 of 2),B4GALNT1
LOC107390873,b4galnt1 (2 of 2),B4GALNT1
ndufab1,ndufab1,NDUFAB1
LOC107379581,adamtsl4,THSD4
oraov1,oraov1,ORAOV1
gpr19,gpr19,GPR19
prrg1,prrg1,PRRG1
LOC107387970,LOC107387970,SIRPA
LOC107373566,taok3 (1 of 2),TAOK3
taok3,taok3 (2 of 2),TAOK3
crtam,crtam,CRTAM
LOC107377595,moxd1 (1 of 2),MOXD1
LOC107377593,moxd1 (2 of 2),MOXD1
akap9,akap9 (1 of 2),AKAP9
LOC107377432,akap9 (2 of 2),
LOC107396576,hbegf,HBEGF
LOC107375582,pdzd7 (1 of 3),PDZD7
pdzd7,pdzd7 (2 of 3),PDZD7
LOC107375453,pdzd7 (3 of 3),
nop58,nop58,NOP58
LOC107374247,samsn1,SAMSN1
LOC107374359,lgr5 (1 of 2),LGR5
LOC107387630,lgr5 (2 of 2),LGR5
htt,htt,HTT
wbscr22,wbscr22,WBSCR22
polr2l,polr2l,POLR2L
zzz3,zzz3,ZZZ3
LOC107394512,neu1 (1 of 2),NEU1
LOC107394513,neu1 (2 of 2),NEU1
LOC107377904,inf2 (1 of 3),INF2
inf2,inf2 (2 of 3),INF2
LOC107377903,inf2 (3 of 3),INF2
klf5,klf5 (1 of 3),KLF5
LOC107387146,klf5 (2 of 3),KLF5
LOC107389726,klf5 (3 of 3),KLF5
rnpepl1,rnpepl1,RNPEPL1
tnfsf13b,tnfsf13b,TNFSF13B
LOC107388424,wnt7b (1 of 2),WNT7B
wnt7b,wnt7b (2 of 2),WNT7B
LOC107382593,tnip1 (1 of 4),TNIP1
LOC107397262,tnip1 (2 of 4),TNIP1
LOC107374477,tnip1 (3 of 4),TNIP1
LOC107397274,tnip1 (4 of 4),TNIP1
LOC107390025,cybrd1,CYBRD1
htra1,htra1 (1 of 2),HTRA1
LOC107375930,htra1 (2 of 2),HTRA1
LOC107384857,isy1,ISY1-RAB43
LOC107397334,kif5c (1 of 3),KIF5B
LOC107396813,kif5c (2 of 3),KIF5C
kif5c,kif5c (3 of 3),KIF5C
LOC107392198,LOC107392198,
LOC107380316,ifnar1 (1 of 2),IFNAR1
LOC107373625,ifnar1 (2 of 2),
patj,patj,INADL
agtr1,agtr1,AGTR1
LOC107391737,actn1,ACTN1
scai,scai,SCAI
LOC107394764,kat2b,KAT2B
LOC107380104,prom1 (1 of 4),PROM1
LOC107375661,prom1 (2 of 4),PROM1
LOC107372534,prom1 (3 of 4),PROM1
LOC107374346,prom1 (4 of 4),PROM1
LOC107373244,LOC107373244,
plat,plat,PLAT
zbtb40,zbtb40,ZBTB40
twsg1,twsg1,TWSG1
entpd1,entpd1,ENTPD1
spc25,spc25,SPC25
dscr3,dscr3,DSCR3
rint1,rint1,RINT1
tcte1,tcte1,TCTE1
gfpt1,gfpt1,GFPT1
LOC107388840,washc1,WASH1
LOC107396233,cst7,CST7
LOC107385961,ghrh,GHRH
ndufb11,ndufb11,NDUFB11
nicn1,nicn1,NICN1
mgat1,mgat1 (1 of 2),MGAT1
LOC107383270,mgat1 (2 of 2),MGAT1
csgr18h22orf39,csgr18h22orf39,C22orf39
suv39h1,suv39h1,SUV39H1
ampd1,ampd1,AMPD1
LOC107397035,dpf1 (1 of 2),DPF1
LOC107372393,dpf1 (2 of 2),DPF1
wrnip1,wrnip1,WRNIP1
osgin2,osgin2 (1 of 2),OSGIN2
LOC107385065,osgin2 (2 of 2),OSGIN2
p4ha1,p4ha1 (1 of 2),P4HA1
LOC107387232,p4ha1 (2 of 2),P4HA1
eif3e,eif3e (1 of 2),EIF3E
LOC107394962,eif3e (2 of 2),EIF3E
LOC107394782,sesn2,SESN1
amh,amh,AMH
ing1,ing1,ING1
LOC107372835,slamf1,SLAMF8
scap,scap,SCAP
pdk1,pdk1,PDK1
hhipl2,hhipl2,HHIPL2
ip6k2,ip6k2 (1 of 2),IP6K2
LOC107384932,ip6k2 (2 of 2),IP6K2
rnf207,rnf207,RNF207
LOC107376412,znf318 (1 of 3),ZNF318
LOC107397123,znf318 (2 of 3),ZNF318
LOC107397046,znf318 (3 of 3),ZNF318
LOC107383808,them6 (1 of 2),THEM6
LOC107383810,them6 (2 of 2),THEM6
fam207a,fam207a,FAM207A
rbfox3,rbfox3,RBFOX3
isg20l2,isg20l2,AEN
LOC107388486,pnpla8 (1 of 2),PNPLA8
LOC107384374,pnpla8 (2 of 2),PNPLA8
fam120b,fam120b,FAM120B
LOC107382302,smarca4 (1 of 2),SMARCA4
smarca4,smarca4 (2 of 2),SMARCA4
LOC107376680,gdpd3,GDPD3
LOC107376534,arhgap17 (1 of 2),ARHGAP17
arhgap17,arhgap17 (2 of 2),ARHGAP17
tekt2,tekt2 (1 of 2),TEKT2
LOC107387949,tekt2 (2 of 2),TEKT2
LOC107392250,gabrr1 (1 of 2),GABRR1
LOC107395989,gabrr1 (2 of 2),GABRR1
slc4a1,slc4a1 (1 of 2),SLC4A1
LOC107387920,slc4a1 (2 of 2),SLC4A1
pgr,pgr,PGR
tmem254,tmem254,TMEM254
ncmap,ncmap,
phf21b,phf21b,PHF21B
LOC107397264,LOC107397264,
LOC107381012,stradb,STRADB
LOC107384805,tifa (1 of 2),TIFA
LOC107384788,tifa (2 of 2),TIFA
dusp12,dusp12 (1 of 2),DUSP12
LOC107373369,dusp12 (2 of 2),DUSP12
gpr52,gpr52,GPR52
znf598,znf598,ZNF598
sardh,sardh,SARDH
LOC107381028,slc44a1 (1 of 2),SLC44A1
LOC107375209,slc44a1 (2 of 2),SLC44A1
alkbh5,alkbh5,ALKBH5
LOC107386827,acsl6,ACSL6
LOC107390730,fam217b (1 of 2),FAM217B
LOC107385972,fam217b (2 of 2),FAM217B
LOC107381521,ctrb2,CTRB2
LOC107379481,cd4 (1 of 2),CD276
LOC107395451,cd4 (2 of 2),
hemk1,hemk1,HEMK1
pcca,pcca,PCCA
gemin4,gemin4,GEMIN4
LOC107385273,znf558,ZFP92
srl,srl (1 of 2),EHD1
LOC107390544,srl (2 of 2),EHD2
jkamp,jkamp,JKAMP
csgr10h3orf67,csgr10h3orf67,C3orf67
atad1,atad1 (1 of 2),ATAD1
LOC107393555,atad1 (2 of 2),ATAD1
slc4a1ap,slc4a1ap,SLC4A1AP
LOC107378101,yy1 (1 of 2),YY1
LOC107392297,yy1 (2 of 2),YY1
dennd4c,dennd4c (1 of 3),DENND4C
LOC107376892,dennd4c (2 of 3),DENND4A
LOC107373127,dennd4c (3 of 3),DENND4C
kiaa1468,kiaa1468,KIAA1468
pgam5,pgam5,PGAM5
cdk2ap1,cdk2ap1,CDK2AP1
LOC107393783,fam219a (1 of 2),FAM219A
LOC107385493,fam219a (2 of 2),FAM219A
LOC107390062,scn2a (1 of 2),SCN2A
LOC107380958,scn2a (2 of 2),SCN2A
helq,helq,HELQ
puf60,puf60 (1 of 2),PUF60
LOC107383699,puf60 (2 of 2),PUF60
LOC107393191,bhlha15 (1 of 2),ATOH1
bhlha15,bhlha15 (2 of 2),BHLHA15
sumo1,sumo1,SUMO1
pde4d,pde4d,PDE4D
LOC107387169,chrna9 (1 of 4),CHRNA9
LOC107380022,chrna9 (2 of 4),CHRNA9
LOC107373524,chrna9 (3 of 4),CHRNA9
LOC107382432,chrna9 (4 of 4),CHRNA9
leng8,leng8,LENG8
itga9,itga9,ITGA9
srrt,srrt (1 of 2),SRRT
LOC107395604,srrt (2 of 2),SRRT
afmid,afmid (1 of 2),AFMID
LOC107394295,afmid (2 of 2),AFMID
LOC107383518,kiaa1147 (1 of 2),KIAA1147
kiaa1147,kiaa1147 (2 of 2),KIAA1147
LOC107373857,pcdhgc3,PCDHGC3
mmp23b,mmp23b (1 of 2),MMP23B
LOC107379921,mmp23b (2 of 2),MMP23B
gmpr2,gmpr2,GMPR
mlxip,mlxip,MLXIP
mnat1,mnat1,MNAT1
LOC107377224,ramp1 (1 of 2),RAMP1
ramp1,ramp1 (2 of 2),RAMP1
rnf168,rnf168,RNF168
mettl23,mettl23,METTL23
atxn2,atxn2,ATXN2
LOC107382204,LOC107382204,F8A3
LOC107379775,pak4,PAK4
LOC107396436,ppp1r12c,PPP1R12C
ilvbl,ilvbl,ILVBL
asic4,asic4,ASIC4
LOC107385632,snx6 (1 of 2),SNX5
snx6,snx6 (2 of 2),SNX6
LOC107391499,clec19a,CLEC17A
LOC107388090,cox6b1 (1 of 3),COX6B1
LOC107394837,cox6b1 (2 of 3),COX6B1
LOC107379418,cox6b1 (3 of 3),COX6B1
slc44a5,slc44a5,SLC44A5
LOC107385881,ncoa3 (1 of 2),NCOA3
LOC107391157,ncoa3 (2 of 2),NCOA3
LOC107385125,itih3 (1 of 3),ITIH4
itih3,itih3 (2 of 3),ITIH3
LOC107385126,itih3 (3 of 3),ITIH4
shq1,shq1,SHQ1
ache,ache (1 of 3),ACHE
LOC107396314,ache (2 of 3),BCHE
LOC107395693,ache (3 of 3),ACHE
lactb2,lactb2,LACTB2
nubp2,nubp2,NUBP2
LOC107377113,cxcl5,CXCL5
zpr1,zpr1,ZPR1
rps18,rps18,RPS18
LOC107384651,LOC107384651,
snrnp200,snrnp200,SNRNP200
LOC107389417,dusp19 (1 of 2),DUSP19
dusp19,dusp19 (2 of 2),DUSP19
strn4,strn4,STRN4
chaf1a,chaf1a,CHAF1A
hmmr,hmmr,HMMR
chpt1,chpt1,CHPT1
acadl,acadl,ACADL
LOC107374931,lamc3,LAMC3
sptlc3,sptlc3,SPTLC3
LOC107392046,thbd (1 of 2),THBD
LOC107378228,thbd (2 of 2),THBD
LOC107385205,gnat1,GNAT1
bbs10,bbs10,BBS10
timm17a,timm17a,TIMM17A
fermt3,fermt3,FERMT3
dnaja1,dnaja1,DNAJA1
hao2,hao2,HAO2
trpm5,trpm5,TRPM5
spg11,spg11,SPG11
LOC107386045,fam102a (1 of 2),FAM102A
fam102a,fam102a (2 of 2),FAM102A
gpr63,gpr63,GPR63
LOC107385633,lrp1 (1 of 2),LRP1
LOC107390900,lrp1 (2 of 2),LRP1
mars2,mars2,MARS2
LOC107373592,cdhr2 (1 of 2),CDHR2
cdhr2,cdhr2 (2 of 2),CDHR2
LOC107373436,LOC107373436,
abcc4,abcc4,ABCC4
plekho2,plekho2,PLEKHO2
mapre3,mapre3 (1 of 2),MAPRE3
LOC107392001,mapre3 (2 of 2),MAPRE3
LOC107390168,ccnt2 (1 of 2),CCNT2
ccnt2,ccnt2 (2 of 2),CCNT2
mmp21,mmp21,MMP21
LOC107388085,eps8l1 (1 of 2),EPS8L1
LOC107376650,eps8l1 (2 of 2),EPS8L1
LOC107392512,lgals8,LGALS8
hsd17b3,hsd17b3,HSD17B3
LOC107396439,arhgdia (1 of 3),ARHGDIB
LOC107376394,arhgdia (2 of 3),ARHGDIB
LOC107372410,arhgdia (3 of 3),ARHGDIB
LOC107388376,LOC107388376,
LOC107389053,LOC107389053,
wars2,wars2,WARS2
mrto4,mrto4,MRTO4
LOC107383116,rps6ka3,RPS6KA3
itsn1,itsn1 (1 of 2),ITSN1
LOC107394124,itsn1 (2 of 2),ITSN1
LOC107388886,LOC107388886,
LOC107380232,nanos1 (1 of 3),NANOS1
LOC107391885,nanos1 (2 of 3),NANOS1
LOC107382838,nanos1 (3 of 3),NANOS2
march8,march8,MARCH8
LOC107394364,foxo6,FOXO3
sdhaf2,sdhaf2,SDHAF2
mbd5,mbd5,MBD5
nup85,nup85,NUP85
gstk1,gstk1,GSTK1
LOC107390988,LOC107390988,
tyw5,tyw5,TYW5
gtf2e1,gtf2e1,GTF2E1
coro2a,coro2a (1 of 2),CORO2A
LOC107376773,coro2a (2 of 2),CORO2A
LOC107374312,LOC107374312,C19orf12
LOC107385845,grm7 (1 of 3),GRM8
LOC107390975,grm7 (2 of 3),GRM7
LOC107384843,grm7 (3 of 3),GRM7
