ncbi	human
LOC107387829	SAR1B
LOC107389497	SYT1
dmrta1	DMRTA1
LOC107394016	G2E3
ppp1r1a	PPP1R1A
LOC107373310	ZNF235
LOC107376194	GHSR
tmem266	TMEM266
LOC107373536	A2ML1
LOC107388365	PNPLA2
LOC107396666	STIM1
klhdc8b	KLHDC8B
gtpbp4	GTPBP4
LOC107384925	TRIM35
mccc1	MCCC1
csgr06h3orf52	C3orf52
LOC107381178	CTSB
pik3ca	PIK3CA
LOC107392417	PPRC1
LOC107382398	ENTPD7
vps54	VPS54
LOC107373070	MPZL2
LOC107378381	HBE1
LOC107388470	SPX
LOC107382076	ASTL
LOC107389334	PQLC1
LOC107387752	SNCA
LOC107390762	PERM1
taz	TAZ
LOC107378206	MYT1L
wdr90	WDR90
tmed2	TMED2
map1a	MAP1A
ythdf3	YTHDF2
nuak2	NUAK2
LOC107380962	GCA
LOC107379362	CNFN
ttc26	TTC26
LOC107376321	ZC3H7B
pfdn5	PFDN5
LOC107380648	CASR
LOC107375921	ARHGAP24
LOC107388527	C1QTNF4
fbxw5	FBXW5
man1a2	MAN1A2
plcxd3	PLCXD3
rad54l2	RAD54L2
LOC107386704	ENDOU
smarca5	SMARCA5
prpf8	PRPF8
LOC107389266	EXOC3
slco5a1	SLCO5A1
plekha7	PLEKHA7
dclre1c	DCLRE1C
cldn19	CLDN19
LOC107393474	PRDM9
gdpd1	GDPD1
fign	FIGN
LOC107383378	TAX1BP1
LOC107384477	PIK3CA
fam83h	FAM83H
nkain2	NKAIN2
LOC107380231	POSTN
olfm1	OLFM1
LOC107392244	OXR1
LOC107383729	ZNF846
LOC107391404	OR14J1
LOC107384095	CBARP
fgfr4	FGFR2
ddx54	DDX54
LOC107396934	CLDN23
LOC107396202	ANPEP
polr3gl	POLR3GL
ap5s1	AP5S1
LOC107382626	ZNF235
ldhd	LDHD
LOC107393349	PIP5K1C
LOC107380600	CASR
gdap2	GDAP2
ptger3	PTGER3
LOC107397377	PARVA
LOC107384230	LRRC16B
ubqln4	UBQLN4
dlg5	DLG5
LOC107388823	TTC23
nkx6-2	NKX6-2
actn3	ACTN2
LOC107386483	FOXO1
LOC107380577	CASR
LOC107376073	P2RX7
vwa7	VWA7
LOC107384710	EIF4A1
gcsh	GCSH
LOC107373919	STAT1
LOC107394580	GRIK5
LOC107383720	TMX3
ap1g1	AP1G1
LOC107378286	FN3KRP
LOC107391646	SYNE2
csgr14h2orf76	C2orf76
LOC107380558	FAT4
LOC107397075	GLIPR2
stxbp6	STXBP6
nr1i2	NR1I2
LOC107391123	MUC4
LOC107391135	CSF1
LOC107379385	RAB39A
csnk1g2	CSNK1G2
dst	MACF1
LOC107397061	TLR3
noc4l	NOC4L
oxsr1	OXSR1
LOC107391413	RAC2
pde6b	PDE6A
LOC107373330	NLRC3
rpp38	RPP38
LOC107385992	TRIM16
tfe3	TFE3
LOC107384316	ACBD5
sh2d5	SH2D5
nt5dc2	NT5DC2
LOC107382611	PALMD
LOC107374749	ATP5A1
LOC107395276	OR13C2
preb	PREB
LOC107382075	FOXR2
glrx	GLRX
LOC107395021	KCNV2
ppl	PPL
spic	SPIC
LOC107384241	NEDD8
LOC107390366	TUBA1B
LOC107394503	PRRC2A
LOC107381018	NLRC3
sqle	SQLE
LOC107380292	CALM3
LOC107384504	TM4SF5
prc1	PRC1
LOC107384799	ZNF502
pou3f4	POU3F4
LOC107386436	NEU3
LOC107373902	PTPRM
LOC107392643	SMN1
kiaa1524	KIAA1524
LOC107393050	ADCY1
LOC107381469	SPI1
LOC107396867	PCDHGA2
LOC107374971	HARBI1
LOC107379827	RYR2
pomgnt2	POMGNT2
LOC107388548	RPP25
mapre1	MAPRE1
dnajc27	DNAJC27
borcs5	BORCS5
LOC107381234	PDE6H
ubr7	UBR7
LOC107377746	GJA8
LOC107377948	BTBD6
usp34	USP34
LOC107377235	GPD1
atg9a	ATG9A
eef1b2	EEF1B2
gulp1	GULP1
irak4	IRAK4
grhl3	GRHL3
LOC107389749	BCOR
LOC107382716	ABCA4
slc35f5	SLC35F5
rad52	RAD52
bop1	BOP1
LOC107373506	ZBED1
LOC107377062	ZBED1
LOC107391093	TPPP3
LOC107389408	RTL1
LOC107377468	ROCK2
LOC107396729	WBP1
LOC107395326	GATA5
rag2	RAG2
LOC107380598	CASR
LOC107384620	SLC22A13
LOC107384971	BMP7
tfpt	TFPT
LOC107392589	LBX1
LOC107395206	RAD54L2
thap5	THAP5
LOC107372881	TMEM114
ccnh	CCNH
LOC107384860	RBM39
LOC107386294	TAL2
LOC107397278	PIM1
epdr1	EPDR1
LOC107393662	APLNR
sall2	SALL2
LOC107387920	SLC4A1
aplp2	APLP2
LOC107390834	NSG1
LOC107376449	MAFG
LOC107381543	FRMD5
LOC107394832	STYK1
pus7l	PUS7L
angel1	ANGEL1
sptssb	SPTSSA
LOC107374274	ANPEP
hecw2	HECW2
LOC107379384	CITED2
ak1	AK1
yod1	YOD1
LOC107375261	CCDC149
LOC107386814	ZNF862
trim33	TRIM33
LOC107394233	EIF4EBP1
map2k7	MAP2K7
fst	FST
LOC107385863	GATA2
ssx2ip	SSX2IP
LOC107376697	PPP1R27
kptn	KPTN
fam199x	FAM199X
LOC107393278	ADRA2C
LOC107394216	PSAP
vps26a	VPS26A
LOC107388803	ELL3
raly	RALY
LOC107390402	RAPGEF3
dnai2	DNAI2
c1galt1c1	C1GALT1C1
diaph2	DIAPH3
slu7	SLU7
ptgfr	PTGFR
LOC107386406	PHLDB2
ino80d	INO80D
cyth3	CYTH3
tmem50a	TMEM50A
LOC107397051	NET1
LOC107392200	TMEM30B
rasgrf2	RASGRF2
tmtc1	TMTC1
LOC107388616	ALX4
gla	GLA
paxbp1	PAXBP1
LOC107379318	FFAR2
sftpb	PSAP
thap1	THAP1
LOC107376085	KIAA1715
LOC107381287	ZFAND3
LOC107372868	KIAA0930
slamf6	CD84
LOC107390545	TRIM55
LOC107384423	BRINP3
LOC107372934	IFT46
LOC107379544	CXCR3
nmbr	NMBR
coasy	COASY
aen	AEN
LOC107379780	SAE1
LOC107396122	GRXCR1
LOC107372994	ZNF566
LOC107381309	COX4I1
LOC107390940	HSPG2
prune2	PRUNE2
LOC107393330	RFESD
LOC107391294	YTHDF1
ddrgk1	DDRGK1
LOC107373474	TAX1BP1
LOC107377243	POU3F3
LOC107384199	CRISPLD1
LOC107394873	ATP1A3
LOC107394559	SETDB1
nrsn1	NRSN1
znf800	ZNF800
u2surp	U2SURP
cxxc4	CXXC4
igsf6	IGSF6
LOC107389391	AGR3
LOC107384806	KMT2D
nell2	NELL2
LOC107379423	CD69
cd248	CD248
csgr08h6orf120	C6orf120
plekhh3	MYO10
LOC107379756	STRC
LOC107379700	CYP11A1
LOC107396686	AKAP2
rnaseh2b	RNASEH2B
LOC107385067	C1QA
gnb1l	GNB1L
timmdc1	TIMMDC1
LOC107386015	PRKRIR
garem1	GAREM1
fdxacb1	FDXACB1
LOC107394297	KCMF1
foxp2	FOXP2
commd6	COMMD6
mlf2	MLF2
LOC107385186	CAV2
LOC107385828	EPB41L1
LOC107375596	ERLIN1
prpf39	PRPF39
c2cd4c	C2CD4C
LOC107379378	CYP4B1
ush1c	USH1C
ccdc25	CCDC25
cntn1	CNTN1
LOC107394422	ZHX2
dyrk2	DYRK2
pot1	POT1
LOC107385872	GGT7
pex13	PEX13
LOC107391203	GID8
hectd1	HECTD1
arih2	ARIH2
LOC107373224	ZNF235
LOC107377158	LTB4R
LOC107389913	ZBED9
LOC107374496	ADGRG4
LOC107380588	CASR
dennd1b	DENND1B
LOC107387520	NF1
LOC107374952	AGPAT1
LOC107390376	IGFBP6
ift57	IFT57
LOC107380196	GHSR
dock5	DOCK5
LOC107372595	MAGEE1
LOC107389404	ZNF292
LOC107384600	TSPAN8
fam136a	FAM136A
cbll1	CBLL1
LOC107376202	DUSP3
LOC107378554	SVIL
LOC107382900	HIPK2
LOC107372549	VSX1
LOC107384167	PDC
LOC107386891	FBXO30
tram2	TRAM2
dach1	DACH1
LOC107382731	GAL3ST2
LOC107396723	BTG4
LOC107382381	CCSAP
cstf2	CSTF2
LOC107374668	MORC3
LOC107396388	PRSS8
LOC107391785	HOXB1
psmc3	PSMC3
myoz2	MYOZ2
LOC107384087	NCAN
LOC107383353	SLC26A3
seh1l	SEH1L
LOC107378438	KCNA1
LOC107373513	CFH
LOC107378312	TRIM39
topors	TOPORS
LOC107395287	ADHFE1
LOC107393190	TLE1
LOC107392394	CLEC4E
hlx	HLX
tarbp2	TARBP2
fabp7	FABP7
LOC107374532	UGT2A2
csgr17h19orf25	C19orf25
rnd2	RND2
eif3k	EIF3K
LOC107390878	SLC26A5
znf503	ZNF503
LOC107384564	AGAP1
ppp1r8	PPP1R8
LOC107383982	AMOTL2
LOC107396219	PPP2R2A
LOC107391698	ISM1
kank4	KANK4
LOC107377271	MPRIP
chtf18	CHTF18
LOC107380691	DACT1
LOC107392701	ZRANB2
LOC107386494	TM4SF1
LOC107378088	OTX2
utp20	UTP20
LOC107390406	CD34
znrd1	ZNRD1
LOC107383864	ASIC2
kdm4a	KDM4A
LOC107393679	DUSP26
bhlhe23	BHLHE23
gata3	GATA3
LOC107377164	GIMAP7
ak5	AK5
LOC107379177	RARB
LOC107387807	CHAT
LOC107383813	VWC2L
LOC107387769	NRXN1
LOC107391107	SUSD3
prkci	PRKCI
nfxl1	NFXL1
slc25a12	SLC25A12
LOC107383419	PTPRN2
LOC107393756	ACSL6
dtwd1	DTWD1
gramd1b	GRAMD1B
foxred2	FOXRED2
LOC107394992	LRRC24
fgf5	FGF5
LOC107386102	ZNF345
yars2	YARS2
LOC107384805	TIFA
mtif2	MTIF2
ndufb7	NDUFB7
LOC107384189	MYH7
LOC107394334	SH3PXD2A
tti1	TTI1
LOC107384585	TTC3
LOC107395367	CYP2J2
lrch3	LRCH3
LOC107395947	MTCH2
LOC107381155	EPHA6
abhd13	ABHD13
LOC107393508	PALM2
csgr11h5orf15	C5orf15
ccdc47	CCDC47
p3h3	P3H3
mthfsd	MTHFSD
LOC107393894	ORM1
LOC107379274	CD226
LOC107382746	PTPRZ1
LOC107378734	ZNF692
LOC107394677	SPAG1
LOC107389982	CASP8
ppp2r5b	PPP2R5B
c8g	C8G
ip6k1	IP6K1
inhba	INHBA
LOC107382442	GRIA2
LOC107385404	SRC
LOC107394390	NPTX2
cul2	CUL2
LOC107374222	MICAL3
ctnnb1	CTNNB1
brcc3	BRCC3
rpl7a	RPL7A
noa1	NOA1
LOC107374103	MRC1
LOC107384668	AHR
LOC107376973	COL8A2
pdcd11	PDCD11
LOC107377177	ACIN1
LOC107394780	AHDC1
extl3	EXTL3
edil3	EDIL3
efna2	EFNA2
LOC107388757	KLF13
LOC107375089	FGF1
zc3h14	ZC3H14
tctn1	TCTN1
LOC107373346	ZNF235
csgr04h11orf85	C11orf85
alas1	ALAS1
LOC107376712	CACNA1H
spg7	SPG7
tie1	TIE1
LOC107386575	MSN
LOC107393023	BRINP3
utp3	UTP3
acp5	ACP5
LOC107392203	PTAFR
LOC107380961	KCNH7
LOC107394472	ZNF615
LOC107387682	PPP1R9A
LOC107374226	HOOK1
mettl22	METTL22
lgsn	LGSN
csnk1a1	CSNK1A1
eef1e1	EEF1E1
hat1	HAT1
cav3	CAV3
fat1	FAT1
frmd8	FRMD8
LOC107396431	ZNF197
foxe1	FOXE1
sostdc1	SOSTDC1
LOC107397365	ADAP1
cpsf7	CPSF7
LOC107393823	TMEM132C
LOC107385168	SLC6A13
col14a1	COL14A1
rbp7	RBP7
LOC107397065	GABRA5
pald1	PALD1
LOC107375145	RILPL1
mthfs	ST20-MTHFS
LOC107376094	IL20RA
LOC107392157	MANEA
LOC107383528	ENDOU
setbp1	SETBP1
tmem179b	TMEM179B
LOC107378344	OLFM2
slc25a33	SLC25A33
LOC107385142	MYH2
pde11a	PDE11A
egfr	EGFR
LOC107381441	NUCB2
scx	SCX
LOC107384828	FAM83C
fam193a	FAM193A
cwf19l2	CWF19L2
ndufa7	CTD-2550O8.5
cpsf2	CPSF2
LOC107385634	DTX3L
LOC107394636	KMT2B
rangap1	RANGAP1
akap13	AKAP13
LOC107386109	CTSL
mtus2	MTUS2
cobl	COBL
LOC107394163	LHFPL2
LOC107390921	HOXB1
fndc3a	FNDC3A
LOC107379843	RAB1A
pawr	PAWR
xrcc1	XRCC1
ints6	INTS6
LOC107373055	FBXO15
ccdc90b	CCDC90B
pknox2	PKNOX2
acadsb	ACADSB
atm	ATM
LOC107395889	PCDHAC2
hopx	HOPX
LOC107390194	MNX1
iws1	IWS1
naxd	CARKD
LOC107372938	MCHR2
tbc1d31	TBC1D31
zdhhc21	ZDHHC21
LOC107385629	C1QL4
gba2	GBA2
map3k4	MAP3K4
LOC107396716	RSPH1
LOC107390837	TMPRSS11D
frmpd2	FRMPD2
tgfb1i1	TGFB1I1
LOC107375483	AHNAK
fuz	FUZ
csgr03h16orf72	C16orf72
LOC107390613	PIEZO2
LOC107381033	GJA3
LOC107380637	HIST2H2BE
pbdc1	PBDC1
LOC107380625	SLC46A1
slc4a2	SLC4A2
LOC107389369	CTDSP2
LOC107383154	FASN
thyn1	THYN1
LOC107376032	PAPSS2
ndufs2	NDUFS2
psmg1	PSMG1
cdc42ep5	CDC42EP1
LOC107392007	KIF3C
LOC107384659	CLDN34
LOC107396691	SLC7A10
LOC107391063	SSUH2
tab1	TAB1
ube2c	UBE2C
LOC107394823	RAB25
LOC107377054	CXCL2
LOC107374505	TRIM25
LOC107385326	IGSF8
tspear	TSPEAR
sec23a	SEC23A
csdc2	CSDC2
LOC107396703	NME2
LOC107395638	RAC3
LOC107393044	TNS3
as3mt	AS3MT
LOC107391471	SYP
LOC107372658	ADHFE1
phrf1	PHRF1
LOC107379851	NAIF1
LOC107377339	DACT2
LOC107382139	UBE2K
znhit6	ZNHIT6
LOC107387352	MCF2L
ruvbl1	RUVBL1
LOC107383439	NRP1
LOC107395413	RNF17
sec24c	SEC24C
LOC107387856	DNAJC7
grm5	GRM5
LOC107385502	LOXL2
LOC107374375	P2RX7
psmb4	PSMB4
carhsp1	CARHSP1
col6a1	COL6A1
LOC107374193	CELF1
LOC107396825	ZNF235
hoxd12	HOXD12
cnot3	CNOT3
hoxa13	HOXA13
LOC107388447	CSK
LOC107394401	SHISA6
dok3	DOK3
LOC107392595	NT5C1A
LOC107387434	MYO7A
LOC107386520	LPAR6
LOC107376887	WASF3
fbxl3	FBXL3
LOC107386876	CLDN3
tph2	TPH2
LOC107373781	OPRD1
irf9	IRF8
fkbp7	FKBP7
LOC107386978	MGAT4A
LOC107383697	OTOL1
mbip	MBIP
LOC107379501	PVRL2
LOC107396267	ZNRF2
LOC107391868	EZR
LOC107389521	RAPH1
sel1l	SEL1L
faf2	FAF2
pcf11	PCF11
pdxp	PDXP
anapc11	ANAPC11
LOC107385334	ZEB2
tuft1	TUFT1
LOC107388704	KIF23
tmf1	TMF1
hrh4	HRH3
LOC107384027	CUL3
LOC107376891	SLC34A2
LOC107386538	ARHGAP35
sec22c	SEC22C
poldip3	POLDIP3
snrpd2	SNRPD2
LOC107394019	PDLIM5
LOC107392115	ELL2
LOC107392250	GABRR1
mier3	MIER3
ca8	CA8
LOC107390715	EMP3
LOC107386221	SEC24C
LOC107383184	ADCY2
LOC107397151	CGNL1
inhbb	INHBB
tmem222	TMEM222
phldb1	PHLDB1
LOC107372740	OR2T27
cryba2	CRYBA2
gpatch3	GPATCH3
p2ry4	P2RY4
spr	SPR
LOC107373385	ZNF431
LOC107379798	NOVA1
LOC107378649	ZNF239
LOC107395117	ANKRA2
LOC107373241	SSTR5
LOC107393392	LRRC16B
LOC107374269	CRYBB3
ncoa1	NCOA1
tfam	TFAM
ccnl1	CCNL1
LOC107390265	DBNL
LOC107396876	PCDHB15
timm22	TIMM22
LOC107391986	VSNL1
LOC107392040	DNAJC30
LOC107392621	RTP2
mri1	MRI1
LOC107374298	MBTD1
LOC107378473	WNT9B
sowahc	SOWAHC
LOC107378659	FXYD1
tacc2	TACC2
rps8	RPS8
crlf3	CRLF3
klhl14	KLHL14
LOC107389447	OR11H2
prdx5	PRDX5
rhbdd2	RHBDD2
hs6st3	HS6ST3
fam13a	FAM13A
zmpste24	ZMPSTE24
LOC107381028	SLC44A1
LOC107383432	FZD8
cct5	CCT5
trim71	TRIM71
LOC107383978	BOK
LOC107384354	FAM110B
abi2	ABI2
LOC107396421	PPP1R3B
LOC107372389	FAM163B
LOC107392799	IL6ST
LOC107376533	CBX8
hdx	HDX
LOC107391985	LACE1
LOC107391608	RAB11FIP4
LOC107382050	ZNF319
LOC107376062	ABCA12
LOC107378397	GPER1
LOC107378027	FAM46A
LOC107383775	COLEC12
LOC107381811	RPL26
tgoln2	TGOLN2
LOC107387033	YWHAG
LOC107376754	SLC29A2
LOC107374040	PIK3R3
nol11	NOL11
ppil4	PPIL4
LOC107380239	TXNDC16
LOC107388036	SENP1
LOC107396161	MAST2
neb	NEB
eif2ak1	EIF2AK1
mrpl42	MRPL42
LOC107393110	GHRHR
nudt5	NUDT5
sgpp1	SGPP1
meox2	MEOX2
LOC107377002	TNFSF10
emx2	EMX2
ssr2	SSR2
LOC107381452	SAA1
grm8	GRM8
sdccag8	SDCCAG8
LOC107396557	NFE2L1
LOC107381595	PKD1L3
tyw1	TYW1
dcaf10	DCAF10
plekha2	PLEKHA2
ror2	ROR2
LOC107379883	IL1RAP
LOC107373153	STAT5B
LOC107384398	ANGPTL3
rab30	RAB30
LOC107393887	ARRDC3
LOC107372360	ADGRG3
rps6ka1	RPS6KA1
LOC107396763	SNX18
LOC107372377	CYP21A2
LOC107372538	ZNF234
LOC107383473	ARHGAP30
hivep3	HIVEP3
ddx3x	DDX3Y
cep192	CEP192
lrrc18	LRRC18
brd3	BRD3
LOC107385321	TESPA1
LOC107382597	SIGLEC1
atr	ATR
saysd1	SAYSD1
gins3	GINS3
dlat	DLAT
LOC107389043	RAB19
LOC107382285	MDH1
stxbp2	STXBP2
limd2	LIMD2
lrit1	LRIT1
rexo2	REXO2
ptpn1	PTPN1
csgr12h10orf88	C10orf88
adamts3	ADAMTS3
amfr	AMFR
btbd11	BTBD11
dtd2	DTD2
LOC107384034	RAP2B
ncam1	NCAM1
mrpl27	MRPL27
fbxw2	FBXW2
LOC107378640	ZNF226
LOC107375882	DECR2
LOC107384598	ADCY8
LOC107386417	PRDX4
LOC107373897	PRSS8
LOC107388102	SPINK1
fyn	FYN
arid2	ARID2
LOC107391975	TECTA
LOC107395705	ZBED4
LOC107384938	ARPC4
tmem200c	TMEM200A
LOC107396491	EIF1B
usp19	USP19
LOC107376747	NRXN2
ccdc174	CCDC174
mif4gd	MIF4GD
slc9a5	SLC9A5
acad11	ACAD11
dab2ip	DAB2IP
LOC107386998	VGF
gas2l1	GAS2L2
umodl1	UMODL1
atp1b3	ATP1B3
LOC107391362	ELFN2
LOC107385521	SLC6A13
LOC107392838	IFI44L
LOC107372354	TSPAN8
bag4	BAG4
LOC107385128	ERC2
LOC107397267	SLC1A7
ccdc94	CCDC94
LOC107394734	TRIB1
LOC107379042	CNTNAP4
clp1	CLP1
LOC107384540	CH507-152C13.3
LOC107380359	DUT
LOC107373701	IGFBP2
LOC107389834	BCAR3
LOC107388147	GID4
kctd1	KCTD1
LOC107380057	CASR
LOC107386228	SUSD2
LOC107395146	CSPG4
LOC107382173	WFS1
kcng1	KCNG1
csgr11h9orf84	C9orf84
bbx	BBX
myf6	MYF6
LOC107376802	DCLK2
LOC107393303	EEF2
LOC107379012	FRAT2
olig3	OLIG3
LOC107389362	TLL2
rabepk	RABEPK
LOC107380085	ZPLD1
LOC107379755	TEX10
cfap69	CFAP69
LOC107378210	SYNCRIP
nxn	NXN
heg1	HEG1
LOC107394525	SORCS3
rimbp2	RIMBP2
LOC107393416	OSBPL1A
LOC107374427	CDC42EP2
ccdc71	CCDC71
LOC107372827	RBBP8NL
LOC107381567	RIC3
LOC107388185	STOX2
LOC107384072	CAMSAP2
LOC107372902	FADD
LOC107373232	CABP1
dpp10	DPP10
sik2	SIK2
LOC107378232	ADGRF5
LOC107394841	GSG1L
LOC107387117	FCHSD2
hipk3	HIPK3
LOC107375439	EIF2AK2
LOC107394203	TRAFD1
lamp2	LAMP2
terf2	TERF2
LOC107386600	ROBO2
LOC107384102	SPIN1
mrpl57	MRPL57
LOC107391896	LARP1B
muc6	MUC5B
chek1	CHEK1
gpsm1	GPSM1
LOC107392152	COL10A1
capn10	CAPN10
LOC107378503	PRF1
LOC107385312	LRRC3
LOC107391369	RHOA
rpl30	RPL30
LOC107393768	ITGA8
LOC107380031	FCGR1A
naa50	NAA50
LOC107383499	GLIS1
LOC107388223	CREBBP
chac2	CHAC2
nprl2	NPRL2
pfkfb4	PFKFB4
LOC107388883	ARPC1B
cdk20	CDK20
rnf141	RNF141
LOC107391346	GULP1
LOC107389227	ANO10
dapk1	DAPK1
got1	GOT1
LOC107374137	SH2D1B
LOC107382523	MYL12B
piezo1	PIEZO1
cope	COPE
LOC107392433	RAB15
cpsf3l	CPSF3L
LOC107387674	RTN4R
magt1	MAGT1
aptx	APTX
LOC107389496	GRM8
znf490	GTF3A
ccnb3	CCNB3
asb14	ASB14
LOC107386868	CLDN4
LOC107374107	PCDHGB4
LOC107392876	MYO1F
LOC107395710	STK25
imp3	IMP3
trabd2a	TRABD2B
uggt2	UGGT2
scyl2	SCYL2
LOC107393297	HMX2
dnaaf3	DNAAF3
cgnl1	CGNL1
LOC107392564	TMEM30A
rpl13a	RPL13A
phkg2	PHKG2
LOC107384718	RBM4B
arhgap12	ARHGAP12
knop1	KNOP1
LOC107376837	TRIM16
coq10b	COQ10B
wtip	WTIP
dnajc5g	DNAJC5
LOC107374077	TKT
LOC107395968	C2orf71
LOC107389124	SOWAHC
yipf6	YIPF6
LOC107381982	ABCC12
LOC107388096	LRRC3B
LOC107396206	DBX1
psenen	PSENEN
dctn6	DCTN6
LOC107379539	RCVRN
LOC107391027	TP53INP2
pamr1	PAMR1
igbp1	IGBP1
LOC107385250	PRDM2
LOC107385790	SEMA3F
LOC107382492	LRRC14
LOC107390373	DNAJB1
taldo1	TALDO1
wdr36	WDR36
LOC107373468	AGPAT4
LOC107396025	NFKBIA
LOC107382367	IRF2BP2
LOC107383605	TPM4
cmbl	CMBL
iffo1	IFFO1
pdia6	PDIA6
neu4	NEU4
LOC107376471	CYP2W1
ddx10	DDX10
LOC107382408	LCOR
ntmt1	NTMT1
fam45a	FAM45A
nanp	NANP
efr3a	EFR3A
LOC107378357	ICAM5
LOC107382371	GTPBP2
LOC107396370	FAM69A
LOC107377015	GUCY2F
LOC107395323	CLVS1
LOC107380584	CASR
efhc1	EFHC1
LOC107374178	HYDIN
LOC107378480	BAX
LOC107392742	HTR3C
LOC107391870	KCNK3
LOC107376768	SIRPB1
LOC107381798	KCNQ1
isoc2	ISOC2
dgat2	DGAT2
acox1	ACOX1
LOC107390427	P2RY1
LOC107376444	DEGS1
nbea	NBEA
LOC107395846	MAPT
sdr39u1	SDR39U1
LOC107373708	MAP3K19
tbcc	TBCC
LOC107396770	KCNQ5
tlcd2	TLCD2
ranbp3	RANBP3
LOC107391443	FKBP1B
LOC107381298	PPFIBP2
LOC107375692	PGAM1
lamb1	LAMB1
cfap57	CFAP57
LOC107376910	CMAS
orai1	ORAI1
LOC107373853	ADGRB1
smpd2	SMPD2
hoxc13	HOXC13
tmem251	TMEM251
LOC107381900	HARBI1
LOC107394790	ADRA2A
pdxdc1	PDXDC1
LOC107373673	RP11-330H6.5
zbtb32	ZBTB16
LOC107388450	COX5A
LOC107375246	ADAM29
dhx32	DHX32
LOC107377168	TSC22D3
tmem8c	TMEM8C
LOC107387546	BMP4
capsl	CAPSL
usf1	USF1
LOC107385062	TRIM35
LOC107394419	DEPTOR
dnajb2	DNAJB2
LOC107384655	MSTN
LOC107389840	U2AF1
LOC107395264	ADGRB3
cep152	CEP152
LOC107377909	PAK4
dalrd3	DALRD3
LOC107382703	B2M
LOC107385881	NCOA3
LOC107383275	SACM1L
LOC107373670	ABLIM3
LOC107372860	ADGRL3
LOC107374259	CFAP221
gclm	GCLM
lamtor1	LAMTOR1
LOC107373879	SHANK2
lrit2	LRIT2
LOC107378389	CDIP1
clec3a	CLEC3A
tyrobp	TYROBP
sybu	SYBU
gpr148	GPR148
LOC107395850	NEU3
med31	MED31
set	SET
ptgr2	PTGR2
LOC107377344	ABR
pigv	PIGV
LOC107385351	GNAS
LOC107390789	AMPD2
begain	BEGAIN
LOC107389221	DEPDC7
ubfd1	UBFD1
numa1	NUMA1
LOC107391083	SCUBE3
LOC107387840	ZNF568
mgst3	MGST3
med13l	MED13L
LOC107385933	OR11L1
LOC107388495	YAF2
LOC107387602	NPY
LOC107382802	ZIC1
LOC107374741	PRUNE2
mcoln1	MCOLN1
LOC107376288	ZP1
LOC107392953	EPHB1
rft1	RFT1
cfap99	CFAP99
cln5	CLN5
LOC107379565	ZNF524
rpl37	RPL37
LOC107396939	ARID1B
LOC107382302	SMARCA4
fance	FANCE
kif21b	KIF21B
celf6	CELF3
wdr45	WDR45
LOC107376961	ARHGEF40
utp18	UTP18
nup205	NUP205
LOC107379315	USF2
LOC107385119	BICD2
mib2	MIB2
il34	IL34
atp13a2	ATP13A2
LOC107390706	CTRC
dph1	DPH1
dcun1d4	DCUN1D4
pirt	PIRT
LOC107380986	B3GALT1
yars	YARS
clrn1	CLRN1
ndfip1	NDFIP1
fgf12	FGF12
ggnbp2	GGNBP2
eya3	EYA3
cd68	LAMP3
LOC107374083	ARMC4
LOC107388083	SLC17A7
kcnk2	KCNK2
LOC107395741	LRRC32
LOC107383500	GP1BA
LOC107386773	SOWAHA
LOC107393837	LOXHD1
srp19	SRP19
dctpp1	DCTPP1
LOC107381523	GPR22
LOC107395922	ZNF226
depdc7	DEPDC7
LOC107384420	HSD17B7
LOC107375074	GNPDA1
zufsp	ZUFSP
slc10a4	SLC10A4
sult1a4	SULT1C4
LOC107373936	CCDC158
arhgap42	ARHGAP42
LOC107390844	DTX3
tmem204	TMEM204
hmg20a	HMG20A
ctsh	CTSH
LOC107388630	RFX7
LOC107377160	GIMAP7
LOC107390249	TAAR6
LOC107394075	RAB3C
LOC107375875	CXCL10
LOC107396439	ARHGDIB
LOC107388590	CCDC136
LOC107387862	NT5C3B
LOC107377189	P2RX7
LOC107379646	SPSB1
ap3d1	AP3D1
LOC107392107	SENP2
LOC107386405	FAR1
LOC107386506	CPTP
nlgn2	NLGN2
sox7	SOX7
LOC107395934	MEIS3
LOC107381614	GUCA1B
il1rapl1	IL1RAPL1
LOC107384652	VIM
LOC107380636	OR51T1
LOC107386429	GFRA1
LOC107380617	ST14
sytl4	SYTL4
LOC107373733	ITGA11
LOC107386739	RBM14
LOC107381132	SYNE3
atp2c1	ATP2C1
LOC107378783	ELOVL4
actr8	ACTR8
vat1l	VAT1L
dock1	DOCK1
impdh2	IMPDH2
LOC107394935	SLC17A5
bap1	BAP1
sf3b5	SF3B5
LOC107395878	SLC7A2
LOC107397210	ZNF235
ubap1l	UBAP1L
mrps6	MRPS6
tp53rk	TP53RK
LOC107379655	SLC25A40
wdr74	WDR74
cacybp	CACYBP
LOC107393667	RNF34
arx	ARX
LOC107393780	TRPM3
LOC107394001	SRD5A2
phf14	PHF14
LOC107393105	COL24A1
cnih4	CNIH4
guf1	GUF1
mustn1	MUSTN1
grin2a	GRIN2A
scg5	SCG5
dio2	DIO2
ica1l	ICA1L
xpot	XPOT
psmd3	PSMD3
ccm2	CCM2
nog	NOG
LOC107397226	ECE2
LOC107374353	RLBP1
LOC107392618	CTD-3088G3.8
LOC107381012	STRADB
LOC107373522	ZNF658
LOC107388810	SLCO3A1
aspn	ASPN
brap	BRAP
